@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
799,'2018/11/05 19:18:00:818',3,0.036831,0.366561,0.953695,1,1,1,1,0.815698,1,1,1,0.497829,0.196695,0.009529,0.0169,0.004346,0.023178,0.012205,0.004546,0.001945,0.003286,0.002095,0.002288,0.001595,0.001782,2
800,'2018/11/05 19:18:00:830',3,0.037988,0.398881,0.984413,1,1,1,1,0.865603,1,1,1,0.52665,0.180894,0.010943,0.016206,0.004915,0.024209,0.012398,0.004837,0.002646,0.002877,0.002494,0.002247,0.001542,0.001266,2
801,'2018/11/05 19:18:00:841',3,0.026629,0.378816,1,1,1,1,1,0.87601,1,1,1,0.509427,0.144141,0.010268,0.015786,0.006651,0.023744,0.012501,0.004114,0.001698,0.002935,0.00236,0.002503,0.001557,0.000916,2
802,'2018/11/05 19:18:00:853',3,0.036916,0.404824,1,1,1,1,1,0.784243,0.944512,1,1,0.56083,0.116158,0.011459,0.015104,0.005679,0.028139,0.012523,0.005254,0.001618,0.003525,0.002272,0.00259,0.001531,0.00113,2
803,'2018/11/05 19:18:00:864',3,0.0335,0.382527,1,1,1,1,1,0.763203,0.861968,1,1,0.57898,0.114199,0.01174,0.014495,0.004677,0.028933,0.01232,0.00521,0.001588,0.003775,0.00224,0.00205,0.001662,0.001377,2
804,'2018/11/05 19:18:00:876',3,0.038251,0.400185,1,1,1,1,1,0.633182,0.750416,0.999391,1,0.532003,0.103978,0.010419,0.015197,0.005439,0.03267,0.010789,0.00442,0.001525,0.003046,0.002204,0.001975,0.001717,0.001091,2
805,'2018/11/05 19:18:00:887',3,0.027673,0.392324,1,1,1,1,1,0.587557,0.663946,1,1,0.559926,0.083411,0.011913,0.014233,0.004624,0.032606,0.010778,0.003928,0.001744,0.003622,0.002143,0.001769,0.001966,0.003399,2
806,'2018/11/05 19:18:00:899',3,0.026369,0.369231,1,1,1,1,1,0.612838,0.75979,1,1,0.656181,0.080786,0.014698,0.014178,0.005063,0.031588,0.013408,0.006409,0.001438,0.004081,0.002585,0.003199,0.002243,0.004163,2
807,'2018/11/05 19:18:00:911',3,0.03676,0.338038,1,1,1,1,1,0.638108,0.890791,1,1,0.628789,0.076202,0.013097,0.012761,0.005318,0.024459,0.01511,0.006061,0.001423,0.00366,0.002476,0.003292,0.002253,0.002904,2
808,'2018/11/05 19:18:00:922',3,0.023711,0.349036,1,1,1,1,1,0.693903,1,1,1,0.616956,0.075937,0.013175,0.013967,0.006133,0.026262,0.01388,0.005065,0.001427,0.003452,0.00247,0.002873,0.002308,0.003021,2
809,'2018/11/05 19:18:00:934',3,0.047362,0.370484,1,1,1,1,1,0.724779,0.928401,1,1,0.621806,0.067514,0.012341,0.014041,0.005365,0.023977,0.013128,0.004068,0.001418,0.003521,0.002071,0.002285,0.002189,0.003748,2
810,'2018/11/05 19:18:00:945',3,0.028838,0.37946,1,1,1,1,1,0.775417,0.802362,1,1,0.675466,0.07023,0.013316,0.014101,0.005851,0.023971,0.01148,0.003364,0.001099,0.003455,0.002068,0.002041,0.002163,0.004407,2
811,'2018/11/05 19:18:00:957',3,0.023634,0.362034,1,1,1,1,1,0.753743,0.776989,1,1,0.698347,0.089854,0.012636,0.01418,0.004762,0.024182,0.013009,0.00456,0.00125,0.003232,0.002432,0.001868,0.002251,0.003159,2
812,'2018/11/05 19:18:00:969',3,0.030608,0.370528,1,1,1,1,1,0.7531,0.734051,1,1,0.791756,0.083029,0.011612,0.013827,0.004782,0.024421,0.017311,0.005827,0.00159,0.002628,0.002145,0.001763,0.002085,0.002324,2
813,'2018/11/05 19:18:00:980',3,0.038007,0.367751,1,1,1,1,1,0.756177,0.778229,1,1,0.82681,0.090358,0.010719,0.013927,0.004267,0.023543,0.012983,0.004666,0.001541,0.002948,0.002235,0.002483,0.001923,0.001574,2
814,'2018/11/05 19:18:00:992',3,0.023499,0.369784,1,1,1,1,1,0.8227,0.778429,1,1,0.801584,0.077542,0.012299,0.01352,0.004937,0.02443,0.012549,0.00474,0.001309,0.003183,0.00223,0.002142,0.002802,0.002306,2
815,'2018/11/05 19:18:01:003',3,0.039767,0.358167,1,1,1,1,1,0.862623,0.832142,1,1,0.754962,0.08798,0.011633,0.011692,0.004978,0.025598,0.009937,0.004181,0.001023,0.003843,0.002192,0.001821,0.002972,0.003195,2
816,'2018/11/05 19:18:01:015',3,0.027916,0.334141,1,1,1,1,1,0.717856,0.78471,0.990413,1,0.657298,0.091982,0.010683,0.010819,0.005309,0.029533,0.009947,0.004056,0.001179,0.002837,0.002912,0.002613,0.002109,0.003388,2
817,'2018/11/05 19:18:01:030',3,0.0315,0.285023,0.914145,1,1,1,1,0.747269,0.640075,0.858351,1,0.567443,0.062879,0.011384,0.007889,0.004727,0.028323,0.012398,0.003698,0.001001,0.002911,0.001946,0.002918,0.001956,0.001184,2
818,'2018/11/05 19:18:01:038',3,0.035856,0.230701,0.607997,1,1,1,1,0.661644,0.439946,0.442533,0.831046,0.327442,0.057701,0.007996,0.005186,0.003668,0.015794,0.009439,0.002852,0.001289,0.002375,0.001297,0.002972,0.001897,0.000895,2
819,'2018/11/05 19:18:01:050',3,0.015508,0.212335,0.377245,0.701729,1,1,1,0.642777,0.338419,0.366805,0.995392,0.379212,0.101259,0.107255,0.075904,0.034043,0.05425,0.032603,0.024516,0.020569,0.03762,0.023502,0.026275,0.029224,0.012844,2
820,'2018/11/05 19:18:01:062',3,0.011741,0.104478,0.223948,0.332514,0.470379,1,1,0.436469,0.346367,0.333774,1,0.290551,0.119983,0.239482,0.171236,0.078129,0.075179,0.043573,0.043498,0.03703,0.06703,0.041362,0.046231,0.051173,0.022546,2
821,'2018/11/05 19:18:01:073',3,0.028515,0.085133,0.110513,0.111031,0.214417,1,1,0.104773,0.115065,0.098071,0.291293,0.052734,0.039041,0.068272,0.049318,0.02611,0.01705,0.014908,0.010694,0.009042,0.017685,0.011586,0.013302,0.012266,0.006381,2
822,'2018/11/05 19:18:01:085',3,0.011608,0.153579,0.121514,0.144718,0.158862,0.505978,0.685093,0.105641,0.085242,0.05203,0.082027,0.046148,0.021098,0.017015,0.007935,0.005967,0.003509,0.006214,0.002716,0.003148,0.006518,0.00318,0.00416,0.004178,0.002194,2
823,'2018/11/05 19:18:01:096',3,0.007865,0.152706,0.073566,0.143173,0.131171,0.612721,0.337164,0.066868,0.055181,0.077586,0.063154,0.029954,0.030734,0.00877,0.00498,0.001971,0.002561,0.003071,0.001453,0.001819,0.002572,0.001497,0.002103,0.002041,0.000831,2
824,'2018/11/05 19:18:01:108',3,0.018908,0.150305,0.076935,0.114382,0.074847,0.349259,0.219378,0.052956,0.036861,0.058556,0.078198,0.023946,0.020883,0.004379,0.002789,0.00228,0.002261,0.003548,0.000997,0.000972,0.001975,0.000846,0.001446,0.000966,0.001155,2
825,'2018/11/05 19:18:01:120',3,0.017558,0.106729,0.060291,0.066365,0.074551,0.181172,0.095901,0.038353,0.025688,0.051325,0.034726,0.019106,0.016718,0.004326,0.002483,0.00143,0.001657,0.002901,0.001018,0.000861,0.002406,0.000743,0.000834,0.000692,0.000907,2
826,'2018/11/05 19:18:01:131',3,0.038585,0.081885,0.03,0.062529,0.051736,0.061466,0.0728,0.024615,0.021222,0.038354,0.029745,0.023144,0.016087,0.006781,0.003576,0.002076,0.001825,0.002108,0.000978,0.000728,0.001786,0.000724,0.000714,0.00064,0.000414,2
827,'2018/11/05 19:18:01:143',3,0.017341,0.045838,0.067871,0.05198,0.027613,0.044742,0.10498,0.015435,0.016202,0.018247,0.023978,0.030458,0.025048,0.010689,0.004825,0.003814,0.004352,0.002409,0.001024,0.000771,0.000812,0.000707,0.000575,0.000618,0.000333,2
828,'2018/11/05 19:18:01:155',3,0.01135,0.075972,0.078007,0.03787,0.027149,0.035206,0.044519,0.010573,0.011795,0.010814,0.021676,0.021255,0.020499,0.012706,0.007538,0.004667,0.005093,0.001858,0.000846,0.000724,0.000725,0.000754,0.000547,0.000558,0.000319,2
829,'2018/11/05 19:18:01:166',3,0.00799,0.032453,0.048958,0.033796,0.017641,0.037352,0.037384,0.010269,0.005491,0.014402,0.01394,0.018704,0.020648,0.01974,0.005262,0.003821,0.003428,0.001403,0.001001,0.000777,0.001053,0.001043,0.000605,0.000555,0.000359,2
830,'2018/11/05 19:18:25:453',4,0.021581,0.052991,0.071512,0.019065,0.010428,0.02699,0.014011,0.012714,0.007497,0.019,0.02344,0.058958,0.067074,0.178055,0.463959,1,1,0.635402,0.888611,0.422633,1,0.524117,0.310561,0.27334,0.203081,3
831,'2018/11/05 19:18:25:465',4,0.031718,0.076644,0.078662,0.033074,0.03068,0.054122,0.033096,0.017383,0.016182,0.017811,0.032063,0.047822,0.092163,0.227457,0.546221,1,1,0.771978,0.963231,0.436823,1,0.499494,0.309906,0.290081,0.194212,3
832,'2018/11/05 19:18:25:476',4,0.023338,0.058726,0.06228,0.041218,0.035207,0.02319,0.019605,0.009691,0.017395,0.014241,0.024702,0.031458,0.123909,0.20792,0.614271,1,1,0.868093,0.845347,0.337786,1,0.487016,0.23842,0.281569,0.214857,3
833,'2018/11/05 19:18:25:489',4,0.009043,0.036629,0.061709,0.020742,0.013496,0.021594,0.011724,0.009135,0.010772,0.011873,0.027086,0.036342,0.131025,0.235328,0.488158,1,1,0.883065,0.893279,0.299788,1,0.557494,0.280335,0.268091,0.22727,3
834,'2018/11/05 19:18:25:500',4,0.00945,0.025101,0.021383,0.010322,0.019605,0.020896,0.016911,0.010584,0.011197,0.010728,0.020904,0.052292,0.080616,0.276394,0.404193,1,1,0.950008,0.898409,0.346263,1,0.467645,0.308883,0.282269,0.219772,3
835,'2018/11/05 19:18:25:511',4,0.014707,0.023723,0.011846,0.017428,0.03164,0.028971,0.015085,0.010231,0.008931,0.015078,0.02232,0.039566,0.043118,0.203759,0.426656,1,1,0.889143,0.833655,0.286253,1,0.513723,0.301347,0.28082,0.190611,3
836,'2018/11/05 19:18:25:523',4,0.018611,0.022184,0.025451,0.01839,0.01784,0.02488,0.015586,0.011647,0.010023,0.010789,0.017643,0.031763,0.043842,0.233427,0.302081,0.820229,1,0.783847,0.904353,0.290442,1,0.491492,0.290825,0.284957,0.193397,3
837,'2018/11/05 19:18:25:535',4,0.008946,0.035244,0.039612,0.024127,0.017757,0.022916,0.020413,0.010195,0.01104,0.013147,0.020775,0.025597,0.060243,0.249058,0.281757,1,1,0.681803,0.917461,0.451376,1,0.494201,0.341356,0.295465,0.20584,3
838,'2018/11/05 19:18:25:546',4,0.007937,0.030359,0.039612,0.023037,0.022991,0.012662,0.021906,0.016176,0.007518,0.011493,0.019277,0.032552,0.091841,0.221131,0.481934,1,1,0.718237,0.996676,0.374036,1,0.59769,0.358028,0.263976,0.226512,3
839,'2018/11/05 19:18:25:557',4,0.008459,0.021088,0.025489,0.024064,0.015812,0.017987,0.020002,0.016737,0.011,0.016449,0.019274,0.050599,0.105977,0.292921,0.344537,0.951277,1,0.973728,0.95525,0.339952,1,0.483778,0.290388,0.273482,0.249697,3
840,'2018/11/05 19:18:25:569',4,0.009109,0.030101,0.036414,0.031037,0.021629,0.020312,0.021035,0.014116,0.010314,0.022546,0.016696,0.039453,0.09681,0.246405,0.379636,1,1,1,0.712053,0.273536,1,0.476037,0.235078,0.299214,0.227769,3
841,'2018/11/05 19:18:25:581',4,0.014407,0.044896,0.068026,0.045127,0.020749,0.023723,0.012601,0.013536,0.012075,0.019672,0.02533,0.037035,0.068735,0.279897,0.370613,1,1,1,0.783197,0.261219,1,0.557119,0.294032,0.260332,0.209546,3
842,'2018/11/05 19:18:25:593',4,0.018451,0.056053,0.062174,0.046725,0.018209,0.024804,0.010579,0.012168,0.013458,0.016673,0.018277,0.044254,0.057821,0.285689,0.340583,1,0.796286,1,0.78367,0.259445,1,0.545174,0.317379,0.242385,0.240073,3
843,'2018/11/05 19:18:25:604',4,0.008802,0.05773,0.052811,0.023758,0.02195,0.020703,0.011166,0.010294,0.009399,0.009701,0.022438,0.043017,0.084332,0.314614,0.410457,1,0.889447,1,0.647604,0.23451,1,0.575918,0.31611,0.261421,0.213475,3
844,'2018/11/05 19:18:25:616',4,0.01357,0.069606,0.046863,0.018576,0.024823,0.023093,0.013848,0.00954,0.012394,0.009349,0.019986,0.053125,0.06999,0.265926,0.456715,1,1,1,0.6574,0.221715,1,0.511132,0.297016,0.251851,0.206096,3
845,'2018/11/05 19:18:25:628',4,0.012023,0.03933,0.037788,0.02512,0.030191,0.020179,0.016279,0.006915,0.013966,0.007779,0.016737,0.054968,0.091952,0.189254,0.545939,0.849621,1,0.85586,0.780829,0.269068,1,0.56025,0.276131,0.265368,0.201494,3
846,'2018/11/05 19:18:25:639',4,0.018371,0.034475,0.030424,0.025383,0.034562,0.025577,0.018711,0.01216,0.016988,0.016936,0.023699,0.039734,0.068883,0.187692,0.520575,1,1,0.665683,0.696762,0.26775,1,0.552813,0.240758,0.252207,0.207856,3
847,'2018/11/05 19:18:25:651',4,0.023151,0.029964,0.036448,0.020814,0.029996,0.015688,0.018949,0.019978,0.011066,0.030645,0.031766,0.051853,0.076547,0.193318,0.513217,1,1,0.80845,0.642579,0.244056,0.880942,0.505999,0.216173,0.239804,0.216488,3
848,'2018/11/05 19:18:25:662',4,0.022303,0.050249,0.050671,0.019211,0.023233,0.016921,0.020464,0.011892,0.008395,0.017725,0.030459,0.058354,0.099658,0.224294,0.465117,1,1,0.893371,0.749034,0.264577,0.903973,0.582833,0.206418,0.19999,0.2202,3
849,'2018/11/05 19:18:25:674',4,0.015659,0.065227,0.041729,0.03175,0.02115,0.012352,0.022018,0.006116,0.011572,0.015637,0.018262,0.029916,0.064076,0.259735,0.513161,1,1,0.857323,0.727297,0.233954,0.915149,0.533037,0.265976,0.201614,0.217786,3
850,'2018/11/05 19:18:25:686',4,0.016242,0.051592,0.044608,0.03114,0.020034,0.015808,0.017221,0.009445,0.009786,0.014153,0.023459,0.033636,0.068367,0.140795,0.422343,1,1,0.752268,0.659944,0.232311,0.848888,0.460451,0.256397,0.203468,0.19735,3
851,'2018/11/05 19:18:25:697',4,0.019587,0.042063,0.047517,0.034548,0.028003,0.01815,0.010893,0.009469,0.008231,0.015609,0.035745,0.058892,0.070839,0.203012,0.524101,0.815763,1,0.812475,0.705425,0.276553,0.966332,0.454425,0.228191,0.241166,0.199971,3
852,'2018/11/05 19:18:25:709',4,0.020883,0.046976,0.036258,0.035676,0.039401,0.018371,0.011316,0.005121,0.009773,0.010454,0.02731,0.050591,0.070547,0.128011,0.454049,1,1,0.90819,0.600207,0.288586,1,0.384965,0.228052,0.22066,0.173239,3
853,'2018/11/05 19:18:25:720',4,0.016764,0.069575,0.037081,0.028103,0.0189,0.013543,0.02061,0.007341,0.016223,0.012762,0.02595,0.069358,0.06622,0.239146,0.479299,1,0.911315,0.676264,0.5786,0.279375,0.887279,0.384703,0.201542,0.178672,0.173296,3
854,'2018/11/05 19:18:25:732',4,0.014073,0.048911,0.049872,0.030722,0.025735,0.010711,0.018686,0.015607,0.024228,0.01308,0.026342,0.033021,0.055117,0.172326,0.350998,1,1,0.668769,0.614673,0.273337,0.737042,0.403173,0.148715,0.206325,0.197863,3
855,'2018/11/05 19:18:25:744',4,0.012269,0.034441,0.032619,0.020261,0.024928,0.017417,0.027562,0.012395,0.016106,0.016407,0.027876,0.031498,0.079554,0.219337,0.392575,1,1,0.672574,0.626875,0.264232,0.818739,0.356477,0.160904,0.218941,0.193874,3
856,'2018/11/05 19:18:25:755',4,0.016283,0.043757,0.032102,0.033203,0.017389,0.014719,0.016886,0.006953,0.016487,0.031497,0.037147,0.032912,0.094028,0.301286,0.361464,1,0.901987,0.78579,0.49705,0.280628,0.853095,0.373192,0.175353,0.188669,0.185642,3
857,'2018/11/05 19:18:25:767',4,0.010258,0.041727,0.025661,0.018509,0.017076,0.009209,0.010449,0.013758,0.024073,0.016228,0.028909,0.039724,0.101191,0.190288,0.428401,1,0.623293,0.718491,0.543013,0.306699,0.820757,0.408547,0.167982,0.212175,0.186998,3
858,'2018/11/05 19:18:25:778',4,0.011129,0.017466,0.045941,0.023049,0.020389,0.011336,0.015514,0.0117,0.016027,0.011831,0.017327,0.041399,0.052563,0.227916,0.488015,1,0.793481,0.682342,0.639386,0.254945,0.836008,0.412505,0.194926,0.228982,0.180088,3
859,'2018/11/05 19:18:25:790',4,0.011961,0.016489,0.050945,0.037963,0.015874,0.016455,0.012738,0.009241,0.014731,0.022513,0.014462,0.045473,0.043445,0.206469,0.344273,1,0.889276,0.513077,0.61602,0.266007,0.84042,0.408463,0.204759,0.205274,0.197741,3
860,'2018/11/05 19:18:25:802',4,0.008444,0.042436,0.035208,0.029703,0.018788,0.016624,0.010714,0.010445,0.013803,0.020631,0.017926,0.029157,0.058438,0.265747,0.436116,1,1,0.665541,0.674273,0.213509,1,0.360769,0.1898,0.202525,0.195969,3
861,'2018/11/05 19:18:25:813',4,0.005145,0.049249,0.044155,0.041937,0.020227,0.019164,0.01421,0.015283,0.012256,0.021484,0.013797,0.030129,0.063918,0.212459,0.419322,1,1,0.552455,0.533529,0.213978,1,0.387888,0.18328,0.225756,0.185647,3
862,'2018/11/05 19:18:25:825',4,0.015202,0.046421,0.042455,0.017948,0.016951,0.012629,0.015055,0.010554,0.011677,0.021124,0.022177,0.055122,0.056651,0.218994,0.339222,1,0.997119,0.710732,0.670577,0.203807,0.96214,0.510825,0.211522,0.209044,0.178697,3
863,'2018/11/05 19:18:25:836',4,0.019583,0.040727,0.043425,0.012666,0.025712,0.009356,0.009404,0.010083,0.013291,0.010793,0.035388,0.05762,0.079739,0.184868,0.400541,1,1,0.642423,0.575545,0.240508,1,0.458749,0.209292,0.211737,0.163936,3
864,'2018/11/05 19:18:25:848',4,0.021177,0.042111,0.025919,0.026858,0.024978,0.021926,0.0088,0.011191,0.01089,0.011458,0.025331,0.054425,0.078536,0.207384,0.344787,1,1,0.665114,0.598325,0.288083,0.997597,0.397719,0.223242,0.207545,0.154266,3
865,'2018/11/05 19:18:25:860',4,0.020094,0.045231,0.036825,0.01991,0.021059,0.021484,0.016179,0.014583,0.010018,0.020021,0.021425,0.034904,0.071148,0.222018,0.346076,1,0.829742,0.671255,0.610813,0.280004,0.864429,0.322799,0.192033,0.218574,0.176207,3
866,'2018/11/05 19:18:25:871',4,0.019715,0.036535,0.027383,0.028207,0.021838,0.020213,0.014633,0.009984,0.010486,0.013804,0.012398,0.033258,0.072626,0.201554,0.376252,0.952008,0.630802,0.570366,0.656386,0.295544,0.897878,0.39159,0.159603,0.234709,0.169659,3
867,'2018/11/05 19:18:25:883',4,0.011433,0.026209,0.025713,0.026434,0.022234,0.020919,0.020451,0.010244,0.016675,0.010155,0.01144,0.05148,0.044402,0.168128,0.393495,1,0.971913,0.55837,0.699432,0.200492,0.95716,0.378666,0.171898,0.191623,0.16227,3
868,'2018/11/05 19:18:25:895',4,0.009249,0.023979,0.053248,0.024264,0.029032,0.024342,0.020902,0.009154,0.011165,0.015709,0.025633,0.061286,0.081816,0.20502,0.534641,1,1,0.631715,0.736376,0.254124,0.898991,0.384196,0.226187,0.174985,0.183647,3
869,'2018/11/05 19:18:25:906',4,0.007652,0.025979,0.050006,0.03105,0.022486,0.015229,0.014139,0.006252,0.010409,0.012084,0.023995,0.026789,0.057216,0.208534,0.460993,1,1,0.647753,0.619139,0.2703,0.943118,0.393652,0.179422,0.206957,0.171626,3
870,'2018/11/05 19:18:25:918',4,0.008179,0.025193,0.040661,0.024732,0.028876,0.014503,0.011201,0.004987,0.00954,0.012105,0.018347,0.023686,0.036622,0.175267,0.367887,1,1,0.564027,0.555164,0.271702,1,0.400357,0.158157,0.180291,0.175371,3
871,'2018/11/05 19:18:25:929',4,0.012125,0.025028,0.041997,0.035141,0.018716,0.009971,0.006893,0.003875,0.007979,0.024185,0.032787,0.041869,0.049178,0.158203,0.374734,1,1,0.600281,0.509038,0.328657,0.934101,0.423047,0.162814,0.197788,0.181556,3
872,'2018/11/05 19:18:25:941',4,0.010723,0.025904,0.033143,0.029175,0.029038,0.02424,0.00925,0.008331,0.013766,0.02697,0.030494,0.048312,0.047485,0.16018,0.447047,1,1,0.569356,0.534008,0.346896,0.946088,0.439895,0.207245,0.197434,0.179264,3
873,'2018/11/05 19:18:25:952',4,0.007355,0.019859,0.026736,0.017417,0.023677,0.017509,0.01679,0.008288,0.014442,0.017669,0.020529,0.044124,0.048783,0.229587,0.361831,1,0.993084,0.689468,0.625066,0.280596,1,0.477659,0.198102,0.191167,0.159596,3
874,'2018/11/05 19:18:25:964',4,0.007273,0.030193,0.032977,0.021205,0.031567,0.016367,0.036953,0.006852,0.009896,0.017194,0.023969,0.035853,0.050574,0.199349,0.392511,1,0.926243,0.634923,0.66675,0.259648,0.900325,0.459032,0.192571,0.192815,0.163173,3
875,'2018/11/05 19:18:25:976',4,0.022779,0.04093,0.02244,0.023285,0.02727,0.020485,0.028811,0.013895,0.016711,0.015673,0.016511,0.023542,0.055478,0.131236,0.401,1,1,0.745224,0.8245,0.312183,0.906203,0.381274,0.187577,0.181572,0.143797,3
876,'2018/11/05 19:18:25:987',4,0.017415,0.086137,0.037956,0.029699,0.02308,0.029195,0.019968,0.01829,0.016984,0.012989,0.020741,0.02523,0.083368,0.143586,0.443904,1,1,0.624029,0.705615,0.327153,0.98313,0.46808,0.21791,0.186599,0.145572,3
877,'2018/11/05 19:18:25:999',4,0.047888,0.111605,0.051531,0.036775,0.032579,0.02081,0.023083,0.016468,0.012392,0.021223,0.018358,0.022746,0.081463,0.199353,0.515919,1,1,0.716439,0.738945,0.267425,0.953236,0.385281,0.188686,0.202643,0.165183,3
878,'2018/11/05 19:18:26:011',4,0.059162,0.088138,0.027864,0.033928,0.022868,0.015348,0.036252,0.011521,0.00726,0.017814,0.017778,0.041023,0.046071,0.325502,0.616809,1,1,0.79659,0.698038,0.334837,1,0.360509,0.149126,0.209992,0.160676,3
879,'2018/11/05 19:18:26:022',4,0.053827,0.119921,0.059385,0.020384,0.030201,0.016099,0.026403,0.014726,0.011878,0.01677,0.013109,0.0373,0.047527,0.3592,0.409936,1,0.966732,0.75963,0.616882,0.332002,1,0.4565,0.182405,0.227647,0.139453,3
880,'2018/11/05 19:18:26:034',4,0.023951,0.10805,0.062964,0.034241,0.015129,0.018517,0.014308,0.009896,0.006981,0.018035,0.01167,0.022283,0.047838,0.217203,0.267635,1,1,0.725948,0.772915,0.229861,1,0.448447,0.218254,0.18309,0.165985,3
881,'2018/11/05 19:18:26:045',4,0.015592,0.045567,0.044875,0.036027,0.019717,0.017734,0.020228,0.012654,0.007277,0.015105,0.012696,0.022288,0.03985,0.171434,0.45573,1,1,0.745133,0.756434,0.292823,1,0.411981,0.211257,0.181759,0.174706,3
882,'2018/11/05 19:18:26:057',4,0.032424,0.066171,0.042598,0.023236,0.017545,0.017262,0.020082,0.008088,0.010556,0.010127,0.014786,0.030729,0.054534,0.266825,0.462189,1,1,0.723265,0.788318,0.238154,1,0.460157,0.205689,0.206448,0.164529,3
883,'2018/11/05 19:18:26:069',4,0.020669,0.04464,0.026201,0.030593,0.02744,0.028828,0.01693,0.011914,0.019832,0.010246,0.013177,0.043679,0.052863,0.287773,0.434886,1,0.875395,0.618315,0.839811,0.217321,1,0.447912,0.179098,0.217606,0.158542,3
884,'2018/11/05 19:18:26:080',4,0.024503,0.024026,0.039359,0.024956,0.0211,0.019225,0.019156,0.011444,0.020314,0.016364,0.014906,0.028387,0.056423,0.265728,0.481807,1,0.67502,0.670554,0.790975,0.286867,1,0.405353,0.206164,0.223183,0.144262,3
885,'2018/11/05 19:18:26:092',4,0.016415,0.031952,0.029978,0.017467,0.029727,0.011759,0.024257,0.013138,0.015345,0.02767,0.016467,0.01845,0.04027,0.210618,0.423765,0.907726,0.831673,0.790609,0.615081,0.300888,1,0.428988,0.174124,0.20098,0.147715,3
886,'2018/11/05 19:18:26:104',4,0.004464,0.039051,0.036025,0.020955,0.026287,0.018587,0.017425,0.010942,0.01215,0.020588,0.017338,0.014601,0.058264,0.203009,0.372493,1,0.941635,0.777817,0.551149,0.284239,0.898242,0.443347,0.175903,0.231832,0.170306,3
887,'2018/11/05 19:18:26:115',4,0.018062,0.046668,0.030471,0.035065,0.01844,0.00871,0.016175,0.010562,0.011293,0.021115,0.021157,0.021723,0.045874,0.164893,0.294286,1,1,0.535587,0.712112,0.363587,1,0.381536,0.162384,0.223086,0.165355,3
888,'2018/11/05 19:18:26:127',4,0.057485,0.054706,0.038235,0.040289,0.011129,0.018127,0.013092,0.01355,0.01375,0.022227,0.013102,0.038292,0.077857,0.23047,0.422714,1,1,0.792445,0.707768,0.312817,1,0.359043,0.138209,0.202554,0.141983,3
889,'2018/11/05 19:18:26:138',4,0.048687,0.076575,0.037194,0.030605,0.016661,0.021254,0.017137,0.018676,0.012621,0.017939,0.009895,0.031768,0.05096,0.288091,0.484678,1,1,0.773926,0.666899,0.27935,1,0.464034,0.16614,0.205228,0.167513,3
890,'2018/11/05 19:18:26:150',4,0.072063,0.101031,0.046386,0.032006,0.02084,0.020558,0.028521,0.016124,0.012351,0.01597,0.016034,0.028843,0.066735,0.160308,0.541001,1,1,0.709332,0.720212,0.255444,1,0.359339,0.151079,0.197258,0.170571,3
891,'2018/11/05 19:18:26:161',4,0.034284,0.075399,0.032387,0.018822,0.018877,0.028206,0.025774,0.013212,0.017541,0.011578,0.018046,0.026755,0.087764,0.137371,0.424771,1,1,0.584543,0.670528,0.270831,1,0.391326,0.197702,0.174633,0.143522,3
892,'2018/11/05 19:18:26:173',4,0.016963,0.05398,0.042648,0.026084,0.013665,0.027394,0.015816,0.013865,0.012766,0.014068,0.017546,0.021467,0.066919,0.211028,0.37459,0.988093,0.891338,0.607784,0.642092,0.334275,0.874982,0.387073,0.165053,0.173658,0.130783,3
893,'2018/11/05 19:18:26:186',4,0.021724,0.041692,0.019363,0.021322,0.02275,0.015054,0.009647,0.00975,0.007901,0.013311,0.02607,0.033837,0.043096,0.295908,0.426075,0.950313,0.863298,0.494137,0.6231,0.27553,0.895238,0.412067,0.172278,0.187716,0.14711,3
894,'2018/11/05 19:18:26:196',4,0.028171,0.051785,0.020032,0.030541,0.033824,0.008215,0.009048,0.007294,0.008729,0.010332,0.017932,0.029838,0.046757,0.227252,0.485772,1,0.945415,0.602265,0.612583,0.225028,0.955197,0.399863,0.167946,0.176002,0.132415,3
895,'2018/11/05 19:18:26:208',4,0.039647,0.080169,0.027163,0.030272,0.030481,0.01426,0.012907,0.013412,0.017796,0.010978,0.011893,0.018516,0.032746,0.229333,0.449653,1,1,0.643248,0.660962,0.1986,0.975065,0.435512,0.165038,0.172973,0.119927,3
896,'2018/11/05 19:18:26:221',4,0.015221,0.045665,0.02676,0.023982,0.013311,0.019931,0.008809,0.014766,0.013417,0.007376,0.011172,0.018422,0.025191,0.215341,0.551042,1,1,0.759753,0.820654,0.235057,1,0.473715,0.160397,0.1878,0.129371,3
