@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
418,'2018/11/05 19:17:49:557',2,0.0035,0.006915,0.008975,0.008781,0.006389,0.003681,0.003229,0.002951,0.003016,0.003173,0.00239,0.001484,0.00143,0.001271,0.000988,0.000645,0.000506,0.000468,0.000338,0.000284,0.000225,0.000267,0.000227,0.000245,0.000191,1
419,'2018/11/05 19:17:49:568',2,0.002818,0.013459,0.01115,0.012927,0.006819,0.006681,0.002709,0.002552,0.003335,0.003908,0.001497,0.00204,0.002003,0.001361,0.000917,0.000492,0.000483,0.000483,0.000325,0.000237,0.000229,0.000254,0.000241,0.000283,0.000213,1
420,'2018/11/05 19:17:49:581',2,0.005944,0.014695,0.0167,0.009096,0.006186,0.004793,0.003341,0.002546,0.002269,0.002455,0.001548,0.002018,0.002012,0.001425,0.001289,0.000743,0.000529,0.000618,0.000318,0.000265,0.00026,0.000219,0.000255,0.000267,0.000205,1
421,'2018/11/05 19:17:49:591',2,0.003573,0.011375,0.019901,0.009204,0.00595,0.004439,0.003811,0.002137,0.002886,0.003544,0.001777,0.00214,0.001747,0.001043,0.001055,0.000742,0.000433,0.000427,0.000311,0.000289,0.000271,0.000222,0.00025,0.000265,0.000197,1
422,'2018/11/05 19:17:49:603',2,0.002658,0.013462,0.015691,0.013066,0.006131,0.002463,0.003107,0.002667,0.002478,0.00332,0.001523,0.001913,0.002054,0.001245,0.000977,0.000664,0.000493,0.00041,0.000387,0.000299,0.000255,0.000206,0.000215,0.00022,0.000191,1
423,'2018/11/05 19:17:49:615',2,0.002144,0.019894,0.008266,0.008674,0.009079,0.003788,0.004418,0.003179,0.002883,0.002314,0.00203,0.001526,0.001686,0.000929,0.000997,0.000732,0.000676,0.000415,0.000489,0.000339,0.000265,0.000228,0.00021,0.000255,0.000174,1
424,'2018/11/05 19:17:49:626',2,0.006664,0.012268,0.013126,0.011667,0.008292,0.002194,0.003949,0.004099,0.003543,0.002506,0.002483,0.002172,0.001197,0.001379,0.00104,0.000659,0.000671,0.000472,0.000433,0.000332,0.000265,0.000224,0.000243,0.000255,0.000168,1
425,'2018/11/05 19:17:49:638',2,0.004535,0.004397,0.013688,0.011245,0.004477,0.004027,0.002961,0.002822,0.002878,0.003539,0.002248,0.001778,0.001496,0.001231,0.001032,0.000557,0.000735,0.000539,0.000512,0.000274,0.000252,0.000267,0.000243,0.000266,0.0002,1
426,'2018/11/05 19:17:49:649',2,0.002218,0.012697,0.015757,0.008816,0.003693,0.005193,0.002932,0.004218,0.002981,0.003545,0.003336,0.001098,0.001948,0.001561,0.000672,0.000661,0.000627,0.000559,0.000402,0.000261,0.000255,0.000248,0.00023,0.000244,0.000254,1
427,'2018/11/05 19:17:49:661',2,0.002841,0.013725,0.009763,0.004051,0.006404,0.006207,0.004071,0.004142,0.001746,0.002358,0.002244,0.001953,0.002848,0.001292,0.001014,0.000705,0.000577,0.000524,0.000374,0.000248,0.000263,0.00023,0.000235,0.00023,0.000204,1
428,'2018/11/05 19:17:49:673',2,0.002773,0.016633,0.01834,0.004874,0.007935,0.003512,0.005726,0.002624,0.0026,0.003219,0.002131,0.002017,0.001641,0.000959,0.001275,0.00069,0.00055,0.000476,0.000363,0.000251,0.000237,0.000222,0.000233,0.000288,0.000206,1
429,'2018/11/05 19:17:49:684',2,0.004277,0.018668,0.01338,0.008262,0.009205,0.002958,0.00526,0.003058,0.002574,0.003641,0.002091,0.001735,0.001535,0.001135,0.001006,0.000746,0.000613,0.000481,0.000323,0.000299,0.000247,0.000277,0.000264,0.000316,0.000174,1
430,'2018/11/05 19:17:49:696',2,0.009003,0.030288,0.007641,0.007134,0.005126,0.003052,0.0037,0.004358,0.002366,0.002905,0.002418,0.002046,0.00145,0.001347,0.000804,0.001147,0.000548,0.000497,0.000337,0.000269,0.000285,0.000287,0.0003,0.000316,0.000185,1
431,'2018/11/05 19:17:49:708',2,0.005654,0.021736,0.016737,0.009689,0.005973,0.003365,0.004137,0.003724,0.001793,0.003164,0.002281,0.001433,0.001589,0.00154,0.001082,0.00104,0.000557,0.000578,0.000291,0.000264,0.000297,0.000244,0.000292,0.00026,0.000216,1
432,'2018/11/05 19:17:49:719',2,0.003768,0.01808,0.015515,0.010586,0.006281,0.004557,0.003009,0.003153,0.002391,0.002555,0.001964,0.001913,0.001117,0.001475,0.001198,0.0007,0.000589,0.000613,0.000338,0.00034,0.000263,0.000244,0.000253,0.000269,0.000175,1
433,'2018/11/05 19:17:49:731',2,0.010225,0.023759,0.023708,0.009415,0.006729,0.004321,0.003422,0.002684,0.002606,0.002724,0.002669,0.001671,0.001933,0.001144,0.001068,0.000671,0.0005,0.000551,0.000401,0.000291,0.000252,0.000246,0.000255,0.000271,0.000156,1
434,'2018/11/05 19:17:49:742',2,0.009018,0.015503,0.020201,0.011228,0.008997,0.004173,0.006466,0.003131,0.003421,0.002437,0.002133,0.001784,0.001766,0.001394,0.000912,0.000715,0.000552,0.000488,0.000409,0.000307,0.000272,0.000229,0.000249,0.000276,0.000175,1
435,'2018/11/05 19:17:49:754',2,0.008031,0.016438,0.014417,0.013031,0.008319,0.004549,0.005062,0.003575,0.003104,0.001893,0.002404,0.001917,0.001776,0.001381,0.001093,0.000665,0.000411,0.000523,0.00036,0.000275,0.000271,0.000271,0.000238,0.000277,0.000162,1
436,'2018/11/05 19:17:49:765',2,0.009347,0.012631,0.006673,0.010461,0.007617,0.005055,0.002976,0.001769,0.003623,0.001885,0.002261,0.00201,0.001407,0.00115,0.00129,0.000675,0.00043,0.000489,0.000416,0.000288,0.000277,0.000269,0.000248,0.000278,0.000157,1
437,'2018/11/05 19:17:49:777',2,0.010526,0.009838,0.007027,0.011768,0.007931,0.005831,0.003886,0.003938,0.002111,0.00251,0.002012,0.001492,0.001352,0.001057,0.001033,0.000749,0.000546,0.000398,0.000423,0.000318,0.000284,0.000234,0.000307,0.000299,0.000181,1
438,'2018/11/05 19:17:49:789',2,0.00947,0.015588,0.010899,0.008301,0.006241,0.007237,0.007707,0.003662,0.003367,0.003879,0.002234,0.001812,0.001258,0.001321,0.00102,0.000721,0.000567,0.000488,0.000385,0.000264,0.000229,0.00021,0.000248,0.000276,0.000167,1
439,'2018/11/05 19:17:49:800',2,0.004403,0.013207,0.016403,0.011772,0.008331,0.005578,0.005513,0.003728,0.004463,0.002808,0.002485,0.00118,0.001775,0.001341,0.001027,0.000975,0.000646,0.00051,0.000378,0.000285,0.000246,0.000238,0.000229,0.000261,0.000222,1
440,'2018/11/05 19:17:49:812',2,0.004289,0.019315,0.013075,0.012875,0.00832,0.004193,0.004354,0.005074,0.003935,0.002055,0.001668,0.001891,0.001789,0.001454,0.000946,0.000853,0.000598,0.000394,0.000433,0.000302,0.000257,0.000252,0.000183,0.000224,0.0002,1
441,'2018/11/05 19:17:49:824',2,0.004502,0.015903,0.020984,0.004114,0.00475,0.007149,0.004547,0.004406,0.003667,0.002777,0.002946,0.001589,0.000968,0.001394,0.000993,0.000756,0.000555,0.0004,0.000376,0.000268,0.000239,0.000213,0.000207,0.000243,0.000178,1
442,'2018/11/05 19:17:49:835',2,0.004622,0.01199,0.022441,0.003431,0.007507,0.007916,0.004432,0.005317,0.003094,0.001355,0.001782,0.00164,0.001394,0.001264,0.000911,0.000782,0.000492,0.000513,0.00038,0.000259,0.000245,0.000279,0.00024,0.000256,0.000143,1
443,'2018/11/05 19:17:49:847',2,0.00695,0.011367,0.015289,0.011664,0.006373,0.003979,0.009887,0.003713,0.003461,0.002212,0.002052,0.001409,0.001858,0.001103,0.001081,0.000813,0.000612,0.000413,0.00039,0.00035,0.000286,0.000235,0.000226,0.000241,0.000162,1
444,'2018/11/05 19:17:49:859',2,0.002167,0.008957,0.009613,0.010497,0.008415,0.004113,0.005657,0.002666,0.00292,0.002151,0.00181,0.00162,0.001995,0.001412,0.00174,0.000736,0.000423,0.000443,0.000391,0.000243,0.000277,0.000226,0.00021,0.000238,0.000174,1
445,'2018/11/05 19:17:49:870',2,0.004136,0.022394,0.008822,0.005364,0.005519,0.005398,0.003784,0.003661,0.002294,0.00217,0.002617,0.00241,0.001494,0.001494,0.00195,0.000944,0.000446,0.000511,0.000349,0.000281,0.000259,0.000223,0.000202,0.000241,0.000203,1
446,'2018/11/05 19:17:49:881',2,0.005209,0.013022,0.01434,0.007674,0.005371,0.006193,0.003879,0.002671,0.003336,0.002679,0.002007,0.00132,0.001438,0.001074,0.0012,0.000875,0.000536,0.000537,0.000337,0.000315,0.000237,0.000217,0.000196,0.000223,0.0002,1
447,'2018/11/05 19:17:49:893',2,0.005597,0.004953,0.00914,0.009599,0.003263,0.003804,0.003583,0.003118,0.003421,0.00173,0.001702,0.001248,0.001179,0.000754,0.000809,0.00087,0.000656,0.000492,0.000388,0.000299,0.000269,0.00022,0.00022,0.000236,0.000162,1
448,'2018/11/05 19:17:49:905',2,0.005065,0.010255,0.010527,0.005715,0.004842,0.00336,0.00397,0.003331,0.00246,0.002229,0.001829,0.002047,0.001367,0.001364,0.001199,0.000842,0.000745,0.00053,0.000465,0.000269,0.000283,0.000244,0.000222,0.000261,0.00016,1
449,'2018/11/05 19:17:49:916',2,0.010179,0.012364,0.0135,0.013416,0.006853,0.003473,0.003791,0.003474,0.002411,0.001932,0.003071,0.002166,0.001509,0.001346,0.001171,0.000624,0.000603,0.000459,0.000405,0.000269,0.000283,0.000251,0.000202,0.000278,0.000204,1
450,'2018/11/05 19:17:49:928',2,0.006839,0.014205,0.017348,0.009548,0.005018,0.002743,0.003772,0.004032,0.003574,0.002967,0.00316,0.001966,0.001907,0.000963,0.000751,0.000512,0.000516,0.000425,0.000357,0.000222,0.000322,0.000262,0.000192,0.000269,0.000221,1
451,'2018/11/05 19:17:49:940',2,0.00485,0.006532,0.012103,0.006866,0.005313,0.004836,0.004528,0.002309,0.003241,0.003073,0.003009,0.002199,0.001475,0.001486,0.001109,0.000649,0.000431,0.000431,0.000399,0.00026,0.000307,0.000251,0.000215,0.000244,0.000188,1
452,'2018/11/05 19:17:49:951',2,0.004013,0.006127,0.007937,0.007444,0.006187,0.006773,0.005118,0.002926,0.002103,0.002855,0.002144,0.001634,0.002156,0.001781,0.00104,0.000677,0.000445,0.000455,0.000416,0.000267,0.000281,0.000221,0.000247,0.000236,0.000161,1
453,'2018/11/05 19:17:49:963',2,0.00469,0.008967,0.013033,0.006873,0.006447,0.005825,0.004007,0.002711,0.00383,0.001337,0.00164,0.001742,0.001717,0.001251,0.000693,0.000712,0.000461,0.000505,0.000419,0.000296,0.000324,0.000225,0.000224,0.000254,0.000168,1
454,'2018/11/05 19:17:49:974',2,0.005126,0.007715,0.024272,0.007798,0.006944,0.005318,0.00534,0.002606,0.003111,0.00217,0.001793,0.001096,0.001066,0.001268,0.000834,0.000634,0.00042,0.000441,0.000352,0.000384,0.000297,0.000222,0.000241,0.000282,0.00016,1
455,'2018/11/05 19:17:49:987',2,0.005076,0.007964,0.026165,0.010773,0.005206,0.00499,0.004377,0.00305,0.003546,0.002137,0.002028,0.001367,0.000957,0.001316,0.001034,0.000788,0.000564,0.000394,0.000419,0.000287,0.000237,0.000223,0.000256,0.000312,0.000194,1
456,'2018/11/05 19:17:49:998',2,0.008528,0.016798,0.021009,0.013509,0.004096,0.005894,0.003236,0.003596,0.002336,0.001565,0.002182,0.00131,0.001439,0.001144,0.000953,0.000654,0.00051,0.000379,0.000433,0.000258,0.000258,0.000251,0.000221,0.000253,0.000201,1
457,'2018/11/05 19:17:50:009',2,0.003758,0.014599,0.011008,0.008136,0.008786,0.006042,0.005759,0.003076,0.002991,0.002156,0.001486,0.001416,0.001744,0.001186,0.000825,0.000597,0.000477,0.000526,0.000364,0.000329,0.000271,0.000248,0.000243,0.000268,0.000223,1
458,'2018/11/05 19:17:50:021',2,0.003527,0.010443,0.011868,0.006868,0.004672,0.007539,0.007947,0.00344,0.003059,0.00227,0.002342,0.002135,0.001802,0.001564,0.001126,0.00072,0.000596,0.000481,0.000308,0.000341,0.000327,0.000232,0.00025,0.000276,0.0002,1
459,'2018/11/05 19:17:50:033',2,0.004614,0.016001,0.012137,0.006325,0.006476,0.004032,0.004671,0.004243,0.003647,0.001646,0.001647,0.00235,0.001688,0.001358,0.000985,0.000477,0.000688,0.000443,0.000303,0.000304,0.000293,0.000273,0.000239,0.000254,0.000148,1
460,'2018/11/05 19:17:50:044',2,0.007979,0.01252,0.013636,0.007128,0.008384,0.004875,0.004182,0.003677,0.005182,0.001615,0.001676,0.001772,0.001359,0.001067,0.000899,0.00066,0.000552,0.001259,0.000363,0.000257,0.000293,0.000379,0.000352,0.000332,0.000189,1
461,'2018/11/05 19:17:50:055',2,0.010809,0.015863,0.010435,0.005756,0.007472,0.00791,0.004399,0.002663,0.006196,0.003235,0.003309,0.005106,0.003204,0.001684,0.001228,0.001871,0.002047,0.005794,0.000775,0.000468,0.000908,0.001174,0.00094,0.001124,0.000364,1
462,'2018/11/05 19:17:50:067',2,0.008196,0.00922,0.005082,0.008043,0.006552,0.011156,0.006539,0.003441,0.004211,0.003409,0.005482,0.00908,0.009813,0.00305,0.002291,0.001637,0.003561,0.005514,0.001208,0.000579,0.001432,0.001301,0.001045,0.001307,0.000446,1
463,'2018/11/05 19:17:50:079',2,0.004347,0.013109,0.010443,0.012484,0.006704,0.011099,0.005483,0.003656,0.00325,0.004184,0.006788,0.014863,0.012462,0.002561,0.00212,0.001751,0.003606,0.004093,0.000847,0.000658,0.001011,0.000732,0.000773,0.000753,0.00032,1
464,'2018/11/05 19:17:50:090',2,0.006527,0.02748,0.019688,0.014548,0.008449,0.011654,0.009886,0.004351,0.003511,0.003498,0.004694,0.022776,0.011775,0.002419,0.001802,0.002212,0.00292,0.00344,0.000788,0.00055,0.000547,0.000435,0.000538,0.000512,0.000218,1
465,'2018/11/05 19:17:50:102',2,0.006181,0.02024,0.018026,0.009211,0.011156,0.010729,0.006614,0.005175,0.001976,0.002534,0.003144,0.014998,0.011496,0.002644,0.002032,0.00184,0.002103,0.002151,0.000792,0.000544,0.000562,0.000421,0.000468,0.000475,0.000207,1
466,'2018/11/05 19:17:50:114',2,0.005141,0.003657,0.012621,0.008366,0.010481,0.010442,0.006652,0.00716,0.00328,0.003834,0.003804,0.008667,0.011639,0.002335,0.001446,0.001366,0.00152,0.000977,0.000767,0.000495,0.000519,0.000397,0.000457,0.000407,0.000223,1
467,'2018/11/05 19:17:50:126',2,0.007871,0.009686,0.022722,0.004026,0.007197,0.012344,0.003804,0.003854,0.002866,0.003916,0.003916,0.006185,0.008921,0.001101,0.001267,0.001293,0.000835,0.00083,0.000762,0.000513,0.000414,0.00033,0.000417,0.000421,0.000205,1
468,'2018/11/05 19:17:50:137',2,0.009491,0.01067,0.022461,0.009381,0.006438,0.008665,0.006092,0.00346,0.00222,0.002231,0.003123,0.004353,0.004531,0.001442,0.001408,0.001206,0.000792,0.000669,0.000595,0.000455,0.000391,0.000383,0.000326,0.000382,0.000195,1
469,'2018/11/05 19:17:50:148',2,0.004822,0.013616,0.017772,0.013955,0.007973,0.00637,0.004677,0.003623,0.002582,0.00416,0.002817,0.001998,0.003383,0.00214,0.00126,0.001023,0.000992,0.000684,0.000458,0.000377,0.000449,0.00032,0.000347,0.000355,0.000217,1
470,'2018/11/05 19:17:50:160',2,0.004221,0.016246,0.017604,0.016239,0.008414,0.005785,0.003925,0.00542,0.002048,0.003534,0.002204,0.001965,0.00307,0.001929,0.000984,0.000902,0.000798,0.000622,0.00041,0.000362,0.000471,0.000296,0.000285,0.000323,0.000224,1
471,'2018/11/05 19:17:50:172',2,0.010738,0.042665,0.012437,0.014234,0.009494,0.004151,0.00412,0.0035,0.003366,0.003526,0.003183,0.00183,0.003349,0.001462,0.001253,0.000745,0.000735,0.000599,0.000451,0.000299,0.000423,0.000315,0.000266,0.000303,0.000199,1
472,'2018/11/05 19:17:50:183',2,0.007575,0.023912,0.025401,0.012075,0.009062,0.006181,0.004436,0.003283,0.003312,0.003713,0.002783,0.00143,0.00298,0.001468,0.00115,0.000713,0.000832,0.000486,0.000455,0.000355,0.000309,0.000323,0.000302,0.00031,0.000188,1
473,'2018/11/05 19:17:50:195',2,0.007375,0.009503,0.018913,0.006717,0.005398,0.005526,0.003835,0.004407,0.00467,0.003763,0.002513,0.002223,0.002645,0.001504,0.001304,0.000888,0.000803,0.000495,0.000439,0.000376,0.000299,0.000282,0.000279,0.000277,0.000176,1
474,'2018/11/05 19:17:50:207',2,0.005349,0.011323,0.014677,0.003054,0.007684,0.005143,0.005125,0.003948,0.005194,0.002958,0.002313,0.001966,0.002873,0.001988,0.001243,0.001107,0.000736,0.000691,0.000399,0.000312,0.000327,0.000273,0.000242,0.000275,0.000169,1
475,'2018/11/05 19:17:50:218',2,0.006007,0.016331,0.017698,0.007574,0.009762,0.00952,0.006815,0.003071,0.00463,0.002309,0.001388,0.001356,0.001776,0.001631,0.001313,0.001136,0.000617,0.000529,0.00047,0.000367,0.000329,0.000306,0.000246,0.000274,0.000172,1
476,'2018/11/05 19:17:50:230',2,0.007872,0.020526,0.009357,0.007766,0.00934,0.005128,0.01012,0.004745,0.0051,0.004,0.00447,0.003088,0.002024,0.002043,0.0031,0.00171,0.00074,0.001689,0.000628,0.000457,0.000483,0.000364,0.000278,0.000347,0.00022,1
477,'2018/11/05 19:17:50:241',2,0.011645,0.021567,0.005669,0.011506,0.013218,0.005767,0.011994,0.004351,0.004336,0.003547,0.00441,0.004611,0.003712,0.002377,0.00426,0.002283,0.000921,0.002395,0.000855,0.000535,0.000507,0.000377,0.000369,0.000403,0.000241,1
478,'2018/11/05 19:17:50:253',2,0.007763,0.013727,0.00648,0.015467,0.008535,0.008078,0.005165,0.001928,0.004814,0.005172,0.004132,0.006816,0.003863,0.002622,0.005767,0.002516,0.000965,0.001566,0.000636,0.000588,0.000578,0.000353,0.000412,0.000366,0.000263,1
479,'2018/11/05 19:17:50:265',2,0.005864,0.01239,0.010714,0.011147,0.009106,0.00765,0.00843,0.003035,0.00395,0.003263,0.005469,0.007776,0.002352,0.002661,0.003629,0.001248,0.00097,0.001142,0.000613,0.000416,0.000428,0.000356,0.00034,0.00032,0.000258,1
480,'2018/11/05 19:17:50:276',2,0.006959,0.012422,0.017311,0.013277,0.008721,0.010381,0.007874,0.003582,0.002205,0.002428,0.00387,0.003617,0.00314,0.001958,0.001943,0.001041,0.000851,0.00081,0.000669,0.000382,0.000404,0.000328,0.000274,0.000322,0.000228,1
481,'2018/11/05 19:17:50:288',2,0.007189,0.017587,0.014804,0.018384,0.004672,0.006207,0.005718,0.003222,0.00305,0.004027,0.004389,0.002754,0.002844,0.001343,0.001694,0.001061,0.000912,0.000885,0.000504,0.000363,0.000379,0.000315,0.000263,0.00028,0.000202,1
482,'2018/11/05 19:17:50:300',2,0.00513,0.02139,0.014344,0.013026,0.007469,0.005489,0.004883,0.002961,0.004307,0.003768,0.003563,0.002836,0.001892,0.001754,0.001524,0.000819,0.000768,0.00085,0.000574,0.000355,0.000326,0.000363,0.000276,0.000321,0.000205,1
483,'2018/11/05 19:17:50:311',2,0.006167,0.024438,0.026591,0.015426,0.006243,0.008282,0.006197,0.004723,0.003639,0.006485,0.002986,0.002645,0.002106,0.001852,0.001275,0.000837,0.000779,0.000544,0.000417,0.000421,0.00034,0.000323,0.000266,0.000319,0.000196,1
484,'2018/11/05 19:17:50:323',2,0.007981,0.023128,0.025455,0.013107,0.00628,0.007883,0.005718,0.003421,0.00341,0.005201,0.002658,0.00264,0.002122,0.001125,0.001162,0.000892,0.000807,0.000641,0.000455,0.00036,0.000341,0.000317,0.000272,0.000278,0.000148,1
485,'2018/11/05 19:17:50:335',2,0.006001,0.033615,0.026598,0.010387,0.010002,0.005648,0.006273,0.003919,0.003947,0.001892,0.002036,0.00213,0.002031,0.001121,0.001069,0.000669,0.000646,0.000752,0.000525,0.000443,0.00038,0.000278,0.000261,0.00031,0.000177,1
486,'2018/11/05 19:17:50:346',2,0.00824,0.026663,0.017647,0.011387,0.008341,0.009264,0.006556,0.00588,0.003776,0.003297,0.00281,0.001568,0.002081,0.000985,0.001177,0.000634,0.000679,0.000493,0.000414,0.000364,0.000314,0.000282,0.000255,0.000326,0.000173,1
487,'2018/11/05 19:17:50:358',2,0.008776,0.017204,0.01614,0.013269,0.008291,0.006386,0.004525,0.006032,0.00463,0.003384,0.001509,0.001818,0.002402,0.001514,0.001135,0.000662,0.000632,0.000481,0.000482,0.000378,0.000298,0.000274,0.000223,0.000326,0.000171,1
488,'2018/11/05 19:17:50:369',2,0.00457,0.014259,0.019575,0.015709,0.005669,0.007187,0.005616,0.004439,0.004695,0.004573,0.002922,0.002944,0.001971,0.001532,0.001301,0.000801,0.00063,0.000529,0.000556,0.000378,0.000276,0.000245,0.000233,0.000298,0.000156,1
489,'2018/11/05 19:17:50:381',2,0.004208,0.019763,0.014439,0.013553,0.0041,0.007845,0.012784,0.010459,0.017216,0.015545,0.005664,0.004682,0.007281,0.014653,0.005349,0.007434,0.006696,0.003756,0.004132,0.003501,0.005988,0.00361,0.004602,0.004835,0.002522,1
490,'2018/11/05 19:17:50:392',2,0.007824,0.01621,0.032578,0.019551,0.019954,0.065263,0.15266,0.115805,0.214482,0.138902,0.044126,0.053323,0.084973,0.16775,0.07172,0.0779,0.056784,0.035933,0.035382,0.031041,0.051549,0.030493,0.038575,0.039476,0.020801,1
491,'2018/11/05 19:17:50:404',2,0.010485,0.026352,0.085138,0.025077,0.039034,0.072962,0.194985,0.211763,0.255665,0.134008,0.039826,0.068407,0.103824,0.178833,0.084407,0.082124,0.050373,0.03842,0.031093,0.027634,0.045247,0.027842,0.033327,0.033412,0.017688,1
492,'2018/11/05 19:17:50:415',2,0.018245,0.022079,0.047373,0.019657,0.016421,0.022591,0.057381,0.052167,0.040525,0.023048,0.014429,0.015331,0.022439,0.027211,0.016259,0.011928,0.007771,0.010212,0.005272,0.004064,0.006106,0.006508,0.006368,0.006131,0.003136,1
493,'2018/11/05 19:17:50:427',2,0.019768,0.019097,0.015232,0.016102,0.008983,0.013784,0.033037,0.01832,0.016528,0.017646,0.008829,0.00722,0.011838,0.015188,0.008947,0.004785,0.004909,0.00392,0.002427,0.00221,0.002613,0.00288,0.003149,0.003346,0.001746,1
494,'2018/11/05 19:17:50:439',2,0.008524,0.017438,0.016277,0.018264,0.007978,0.005427,0.013108,0.013508,0.016001,0.011361,0.004744,0.00514,0.00937,0.00815,0.006658,0.005144,0.003539,0.002094,0.001406,0.001177,0.001829,0.001529,0.001501,0.001484,0.001216,1
495,'2018/11/05 19:17:50:450',2,0.008204,0.031022,0.013986,0.013582,0.009528,0.006361,0.009422,0.005615,0.007956,0.006803,0.003509,0.003005,0.005861,0.004471,0.004022,0.00303,0.001603,0.001304,0.000813,0.000582,0.00107,0.000933,0.000722,0.000965,0.000902,1
496,'2018/11/05 19:17:50:464',2,0.009447,0.037125,0.026118,0.010059,0.008186,0.007378,0.005634,0.004804,0.002817,0.003028,0.002343,0.002613,0.004609,0.005051,0.001814,0.001318,0.000965,0.000922,0.000665,0.000524,0.00061,0.000478,0.000396,0.000566,0.000569,1
497,'2018/11/05 19:17:50:474',2,0.01112,0.028993,0.027056,0.010121,0.010435,0.009404,0.003816,0.004733,0.003803,0.002449,0.001465,0.002498,0.002707,0.003713,0.001933,0.00121,0.000771,0.000881,0.000664,0.000438,0.000463,0.000408,0.000319,0.000367,0.000311,1
498,'2018/11/05 19:17:50:485',2,0.007103,0.027397,0.02463,0.015859,0.018208,0.011758,0.010465,0.008006,0.005868,0.003635,0.00194,0.001855,0.002275,0.001921,0.001105,0.001134,0.000975,0.000631,0.000479,0.000393,0.000461,0.000341,0.000344,0.000353,0.000247,1
499,'2018/11/05 19:17:50:497',2,0.006081,0.012862,0.019763,0.016373,0.014807,0.010373,0.005007,0.006349,0.005016,0.004308,0.003437,0.002896,0.001953,0.001961,0.001376,0.001168,0.000774,0.000644,0.000554,0.000447,0.000394,0.000349,0.00037,0.000367,0.000202,1
500,'2018/11/05 19:17:57:346',3,0.080124,1,1,1,1,1,1,0.76338,1,1,1,1,0.474911,0.122686,0.031692,0.149043,0.16241,0.082018,0.036026,0.006762,0.018153,0.009635,0.007869,0.001679,0.002468,2
501,'2018/11/05 19:17:57:358',3,0.126013,1,1,1,1,1,1,0.742152,0.966204,1,1,1,0.458511,0.121598,0.034149,0.147824,0.153798,0.084264,0.037104,0.006481,0.015893,0.010751,0.012369,0.00205,0.002037,2
502,'2018/11/05 19:17:57:370',3,0.049563,1,1,1,1,1,1,0.752218,0.947792,1,1,1,0.46938,0.121025,0.034055,0.149896,0.150741,0.080451,0.034686,0.004984,0.018369,0.013343,0.016459,0.00273,0.002483,2
503,'2018/11/05 19:17:57:381',3,0.074114,1,1,1,1,1,1,0.711715,0.955879,1,1,1,0.489427,0.114078,0.031829,0.152614,0.157007,0.077585,0.034632,0.006668,0.01981,0.008244,0.013728,0.003235,0.002938,2
504,'2018/11/05 19:17:57:393',3,0.109334,1,1,1,1,1,1,0.789432,0.961742,1,1,1,0.534733,0.118455,0.03462,0.149671,0.156295,0.07411,0.035673,0.006203,0.022399,0.005131,0.006831,0.00283,0.003119,2
505,'2018/11/05 19:17:57:405',3,0.085696,1,1,1,1,1,1,0.745116,0.983651,1,1,1,0.516825,0.117156,0.034684,0.148754,0.151704,0.073077,0.036231,0.006837,0.021527,0.004627,0.006434,0.002717,0.001796,2
506,'2018/11/05 19:17:57:416',3,0.080332,1,1,1,1,1,1,0.786063,1,1,1,1,0.489437,0.111011,0.032935,0.146303,0.150779,0.070323,0.038772,0.006445,0.025043,0.004753,0.008187,0.002615,0.001719,2
507,'2018/11/05 19:17:57:428',3,0.180569,1,1,1,1,1,1,0.780264,1,1,1,1,0.489923,0.104093,0.031665,0.136633,0.146903,0.068633,0.035865,0.006725,0.025434,0.006364,0.008081,0.002499,0.001591,2
508,'2018/11/05 19:17:57:439',3,0.080357,1,1,1,1,1,1,0.794593,1,1,1,1,0.546785,0.111854,0.031268,0.137236,0.156489,0.073503,0.037819,0.005921,0.021676,0.006821,0.009803,0.0029,0.003236,2
509,'2018/11/05 19:17:57:451',3,0.078938,0.983731,1,1,1,1,1,0.846999,1,1,1,1,0.644451,0.100979,0.03137,0.149682,0.164617,0.070271,0.035901,0.004903,0.02037,0.008224,0.013356,0.00277,0.003783,2
510,'2018/11/05 19:17:57:463',3,0.095394,1,1,1,1,1,1,0.852423,1,1,1,1,0.727235,0.109232,0.035552,0.138489,0.159125,0.068136,0.035145,0.005702,0.022859,0.009327,0.015214,0.003546,0.00299,2
511,'2018/11/05 19:17:57:474',3,0.101508,1,1,1,1,1,1,0.8791,0.943292,1,1,0.980331,0.668439,0.110361,0.036296,0.127398,0.143886,0.071767,0.03441,0.005737,0.024595,0.006918,0.012823,0.00336,0.001638,2
